test_circle,input 1,input 2,input 3,input 4,input 5,input 6,input 7,input 8,input 9,input 10,input 11,input 12,input 13,input 14,input 15,input 16,input 17,input 18,input 19,input 20,input 21,summation 1, summation 2, summation 3,result 1, result 2, result 3
109,9895560,9895767,9895560,9895560,9895353,9895560,9895560,15309198,15309198,15309202,15309198,15309198,15309193,15309198,-2856823,-2856823,-2856823,-2853910,-2856823,-2856823,-2859737,9895560,15308698,-2857323,0.989556014538,1.530869841576,-0.285732299089,
110,9895000,9895207,9895000,9895000,9894793,9895000,9895000,15320594,15320594,15320599,15320594,15320594,15320589,15320594,-2881201,-2881201,-2881201,-2878288,-2881201,-2881201,-2884114,9895000,15320594,-2881201,0.989499986172,1.532059431076,-0.288120090961,
111,9894440,9894647,9894440,9894440,9894233,9894440,9894440,15305741,15305741,15305746,15305741,15305741,15305737,15305741,-2905456,-2905456,-2905456,-2902543,-2905456,-2905456,-2908369,9894440,15306241,-2905456,0.989444017410,1.530624151230,-0.290545612574,
112,9893879,9894086,9893879,9893879,9893672,9893879,9893879,15319630,15319630,15319635,15319630,15319630,15319625,15319630,-2929668,-2929668,-2929668,-2926754,-2929668,-2929668,-2932581,9893879,15319630,-2929168,0.989387929440,1.531962990761,-0.292916804552,
113,9893319,9893526,9893319,9893319,9893112,9893319,9893319,15305473,15305473,15305478,15305473,15305473,15305468,15305473,-2953757,-2953757,-2953757,-2950844,-2953757,-2953757,-2956671,9893319,15305473,-2954257,0.989331901073,1.530547261238,-0.295425713062,
114,9892760,9892967,9892760,9892760,9892553,9892760,9892760,15301526,15301526,15301530,15301526,15301526,15301521,15301526,-2977764,-2977764,-2977764,-2974851,-2977765,-2977764,-2980678,9892760,15301026,-2978764,0.989275991917,1.530102610588,-0.297876387835,
115,9892200,9892407,9892200,9892200,9891993,9892200,9892200,15300425,15300425,15300430,15300425,15300425,15300420,15300425,-3001690,-3001690,-3001690,-2998776,-3001690,-3001690,-3004603,9892200,15300425,-3001190,0.989220023155,1.530042529106,-0.300119012594,
116,9891640,9891847,9891640,9891640,9891433,9891640,9891640,15300118,15300118,15300123,15300118,15300118,15300113,15300118,-3025534,-3025533,-3025534,-3022620,-3025534,-3025534,-3028447,9891640,15300118,-3024534,0.989163994789,1.530011773109,-0.302453398705,
117,9891080,9891287,9891080,9891080,9890873,9891080,9891080,15300033,15300033,15300037,15300033,15300033,15300028,15300033,-3049296,-3049296,-3049296,-3046382,-3049296,-3049296,-3052209,9891080,15299533,-3048796,0.989108026028,1.529953241348,-0.304879605770,
118,9890520,9890727,9890520,9890520,9890312,9890520,9890520,15300009,15300009,15300014,15300009,15300009,15300004,15300009,-3072976,-3072976,-3072976,-3070062,-3072976,-3072976,-3075889,9890020,15300009,-3072476,0.989001989365,1.530000925064,-0.307247608900,
119,9889959,9890166,9889959,9889959,9889752,9889959,9889959,15300002,15300002,15300007,15300002,15300002,15299997,15300002,-3096575,-3096575,-3096575,-3093662,-3096575,-3096575,-3099489,9889959,15300002,-3097075,0.988995909691,1.530000209808,-0.309707492590,
120,9889399,9889606,9889399,9889399,9889192,9889399,9889399,15300000,15300000,15300005,15300000,15300000,15299995,15300000,-3120094,-3120094,-3120094,-3117180,-3120094,-3120094,-3123007,9889399,15300000,-3119594,0.988939881325,1.529999971390,-0.311959385872,
121,9888838,9889045,9888838,9888838,9888631,9888838,9888838,15300000,15300000,15300005,15300000,15300000,15299995,15300000,-3143532,-3143532,-3143532,-3140619,-3143532,-3143532,-3146446,9888838,15300000,-3144032,0.988883793354,1.529999971390,-0.314403206110,
122,9888278,9888485,9888278,9888278,9888071,9888278,9888278,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3166891,-3166891,-3166891,-3163977,-3166891,-3166891,-3169804,9888278,15299500,-3166391,0.988827824593,1.529950022697,-0.316639095545,
123,9887717,9887924,9887717,9887717,9887510,9887717,9887717,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3190170,-3190169,-3190170,-3187256,-3190170,-3190170,-3193083,9887717,15299500,-3189170,0.988771677017,1.529950022697,-0.318917006254,
124,9887157,9887364,9887157,9887157,9886950,9887157,9887157,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3213369,-3213369,-3213369,-3210455,-3213369,-3213369,-3216282,9887157,15299500,-3212869,0.988715708256,1.529950022697,-0.321286886930,
125,9886596,9886804,9886596,9886596,9886389,9886596,9886596,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3236489,-3236489,-3236489,-3233575,-3236489,-3236489,-3239402,9887096,15299500,-3235989,0.988709628582,1.529950022697,-0.323598891497,
126,9886036,9886243,9886036,9886036,9885829,9886036,9886036,15281970,15281970,15281975,15281970,15281970,15281965,15281970,-3259491,-3259491,-3259491,-3256578,-3259491,-3259491,-3262405,9886036,15281970,-3259991,0.988603591919,1.528197050095,-0.325999110937,
127,9885476,9885683,9885476,9885476,9885269,9885476,9885476,15294973,15294973,15294977,15294973,15294973,15294968,15294973,-3282453,-3282453,-3282453,-3279539,-3282453,-3282453,-3285366,9885476,15294473,-3281953,0.988547623158,1.529447317123,-0.328195303679,
128,9884915,9885122,9884915,9884915,9884708,9884915,9884915,15280568,15280568,15280573,15280568,15280568,15280563,15280568,-3305299,-3305299,-3305299,-3302385,-3305299,-3305299,-3308212,9884915,15280568,-3304799,0.988491475582,1.528056740761,-0.330479890108,
129,9884355,9884562,9884355,9884355,9884148,9884355,9884355,15276552,15276552,15276557,15276552,15276552,15276547,15276552,-3328067,-3328067,-3328067,-3325153,-3328067,-3328067,-3330980,9884355,15276552,-3327567,0.988435506821,1.527655243874,-0.332756698132,
130,9883795,9884002,9883795,9883795,9883588,9883795,9883795,15275432,15275432,15275437,15275432,15275432,15275428,15275432,-3350757,-3350757,-3350757,-3347843,-3350757,-3350757,-3353670,9883795,15275932,-3350257,0.988379478455,1.527593255043,-0.335025697947,
131,9883236,9883443,9883236,9883236,9883029,9883236,9883236,15257091,15257091,15257095,15257091,15257091,15257086,15257091,-3373333,-3373333,-3373333,-3370419,-3373333,-3373333,-3376246,9883236,15256591,-3372833,0.988323628902,1.525659084320,-0.337283313274,
132,9882676,9882883,9882676,9882676,9882469,9882676,9882676,15270006,15270006,15270011,15270006,15270006,15270001,15270006,-3395869,-3395869,-3395869,-3392955,-3395869,-3395869,-3398782,9882676,15270006,-3395369,0.988267600536,1.527000546455,-0.339536905289,
133,9882116,9882323,9882116,9882116,9881909,9882116,9882116,15273607,15273607,15273612,15273607,15273607,15273602,15273607,-3418328,-3418328,-3418328,-3415415,-3418328,-3418328,-3421242,9882116,15273607,-3418828,0.988211572170,1.527360677719,-0.341882795095,
134,9881555,9881762,9881555,9881555,9881348,9881555,9881555,15274611,15274611,15274616,15274611,15274611,15274606,15274611,-3440710,-3440710,-3440710,-3437796,-3440710,-3440710,-3443623,9881555,15274611,-3440210,0.988155484200,1.527461051941,-0.344020992517,
135,9880995,9881202,9880995,9880995,9880788,9880995,9880995,15256862,15256862,15256867,15256862,15256862,15256857,15256862,-3462979,-3462979,-3462979,-3460065,-3462979,-3462979,-3465892,9880995,15256862,-3462479,0.988099515438,1.525686144829,-0.346247911453,
136,9880435,9880642,9880435,9880435,9880228,9880435,9880435,15251913,15251913,15251918,15251913,15251913,15251908,15251913,-3485172,-3485172,-3485172,-3482258,-3485172,-3485172,-3488085,9880435,15251913,-3484672,0.988043487072,1.525191307068,-0.348467200994,
137,9879875,9880082,9879875,9879875,9879668,9879875,9879875,15268563,15268563,15268567,15268563,15268563,15268558,15268563,-3507326,-3507326,-3507326,-3504412,-3507326,-3507326,-3510239,9879875,15268063,-3506826,0.987987518311,1.526806354523,-0.350682586432,
138,9879314,9879521,9879314,9879314,9879107,9879314,9879314,15273205,15273205,15273210,15273205,15273205,15273200,15273205,-3529404,-3529404,-3529404,-3526491,-3529404,-3529404,-3532318,9879314,15273205,-3529904,0.987931370735,1.527320504189,-0.352990388870,
139,9878754,9878961,9878754,9878754,9878547,9878754,9878754,15256470,15256470,15256474,15256470,15256470,15256465,15256470,-3551371,-3551371,-3551371,-3548458,-3551371,-3551371,-3554285,9878754,15255970,-3551871,0.987875401974,1.525596976280,-0.355187088251,
140,9878194,9878401,9878194,9878194,9877986,9878194,9878194,15269833,15269833,15269838,15269833,15269833,15269828,15269833,-3573300,-3573300,-3573300,-3570386,-3573300,-3573300,-3576213,9877694,15269833,-3572800,0.987769424915,1.526983261108,-0.357279986143,
141,9877634,9877841,9877634,9877634,9877427,9877634,9877634,15255529,15255529,15255534,15255529,15255529,15255525,15255529,-3595118,-3595118,-3595118,-3592204,-3595118,-3595118,-3598031,9877634,15256029,-3594618,0.987763404846,1.525602936745,-0.359461814165,
142,9877075,9877282,9877075,9877075,9876868,9877075,9877075,15233512,15233512,15233517,15233512,15233512,15233507,15233512,-3616826,-3616825,-3616826,-3613912,-3616826,-3616826,-3619739,9877075,15233512,-3615826,0.987707495689,1.523351192474,-0.361582607031,
143,9876516,9876723,9876516,9876516,9876309,9876516,9876516,15227373,15227373,15227378,15227373,15227373,15227368,15227373,-3638460,-3638460,-3638460,-3635546,-3638460,-3638460,-3641373,9876516,15227373,-3637960,0.987651586533,1.522737264633,-0.363795995712,
144,9875956,9876163,9875956,9875956,9875749,9875956,9875956,15225661,15225661,15225666,15225661,15225661,15225656,15225661,-3660019,-3660019,-3660019,-3657106,-3660019,-3660019,-3662933,9875956,15225661,-3660519,0.987595617771,1.522566080093,-0.366051912308,
145,9875395,9875602,9875395,9875395,9875188,9875395,9875395,15261243,15261243,15261248,15261243,15261243,15261238,15261243,-3681576,-3681576,-3681576,-3678663,-3681576,-3681576,-3684490,9875395,15261243,-3682076,0.987539529800,1.526124358177,-0.368207603693,
146,9874834,9875041,9874834,9874834,9874627,9874834,9874834,15271164,15271164,15271169,15271164,15271164,15271159,15271164,-3703060,-3703060,-3703060,-3700146,-3703060,-3703060,-3705973,9874834,15271164,-3702560,0.987483382225,1.527116417885,-0.370256006718,
147,9874273,9874480,9874273,9874273,9874066,9874273,9874273,15255901,15255901,15255905,15255901,15255901,15255896,15255901,-3724435,-3724435,-3724435,-3721522,-3724435,-3724435,-3727349,9874273,15255401,-3724935,0.987427294254,1.525540113449,-0.372493505478,
148,9873712,9873919,9873712,9873712,9873505,9873712,9873712,15269674,15269674,15269679,15269674,15269674,15269670,15269674,-3745773,-3745773,-3745773,-3742859,-3745773,-3745773,-3748686,9873712,15270174,-3745273,0.987371206284,1.527017354965,-0.374527305365,
149,9873152,9873359,9873152,9873152,9872945,9873152,9873152,15255485,15255485,15255490,15255485,15255485,15255480,15255485,-3767003,-3767003,-3767003,-3764089,-3767003,-3767003,-3769916,9873152,15255485,-3766503,0.987315177917,1.525548458099,-0.376650303602,
150,9872591,9872798,9872591,9872591,9872384,9872591,9872591,15251529,15251529,15251534,15251529,15251529,15251524,15251529,-3788161,-3788161,-3788161,-3785247,-3788161,-3788161,-3791074,9872591,15251529,-3787661,0.987259089947,1.525152921677,-0.378766089678,
151,9872030,9872237,9872030,9872030,9871823,9872030,9872030,15268456,15268456,15268460,15268456,15268456,15268451,15268456,-3809281,-3809281,-3809281,-3806368,-3809281,-3809281,-3812195,9872030,15267956,-3809781,0.987203001976,1.526795625687,-0.380978107452,
152,9871469,9871676,9871469,9871469,9871262,9871469,9871469,15255145,15255145,15255150,15255145,15255145,15255140,15255145,-3830294,-3830294,-3830294,-3827380,-3830294,-3830294,-3833208,9871469,15255145,-3830294,0.987146914005,1.525514483452,-0.383029401302,
153,9870907,9871114,9870907,9870907,9870700,9870907,9870907,15269464,15269464,15269469,15269464,15269464,15269459,15269464,-3851270,-3851270,-3851270,-3848356,-3851270,-3851270,-3854183,9870907,15269464,-3850770,0.987090706825,1.526946425438,-0.385076999664,
154,9870347,9870554,9870347,9870347,9870140,9870347,9870347,15237397,15237397,15237402,15237397,15237397,15237392,15237397,-3872106,-3872106,-3872106,-3869192,-3872106,-3872106,-3875019,9870347,15237397,-3871606,0.987034678459,1.523739695549,-0.387160599232,
155,9869786,9869993,9869786,9869786,9869579,9869786,9869786,15246486,15246486,15246491,15246486,15246486,15246481,15246486,-3892905,-3892905,-3892905,-3889991,-3892905,-3892905,-3895818,9869786,15246486,-3892405,0.986978590488,1.524648547173,-0.389240503311,
156,9869225,9869432,9869225,9869225,9869018,9869225,9869225,15249020,15249020,15249025,15249020,15249020,15249015,15249020,-3913633,-3913633,-3913633,-3910720,-3913633,-3913633,-3916547,9869225,15249020,-3914133,0.986922502518,1.524901986122,-0.391413301229,
157,9868664,9868871,9868664,9868664,9868457,9868664,9868664,15249726,15249726,15249731,15249726,15249726,15249721,15249726,-3934291,-3934291,-3934291,-3931378,-3934291,-3934291,-3937205,9868664,15249726,-3934791,0.986866414547,1.524972558022,-0.393479108810,
158,9868102,9868309,9868102,9868102,9867895,9868102,9868102,15267953,15267953,15267958,15267953,15267953,15267948,15267953,-3954913,-3954913,-3954913,-3951999,-3954913,-3954913,-3957826,9868102,15267953,-3954413,0.986810207367,1.526795268059,-0.395441293716,
159,9867542,9867749,9867542,9867542,9867335,9867542,9867542,15236976,15236976,15236981,15236976,15236976,15236971,15236976,-3975397,-3975397,-3975397,-3972483,-3975397,-3975397,-3978310,9867542,15236976,-3974897,0.986754179001,1.523697614670,-0.397489696741,
160,9866981,9867188,9866981,9866981,9866774,9866981,9866981,15246368,15246368,15246373,15246368,15246368,15246363,15246368,-3995843,-3995843,-3995843,-3992930,-3995843,-3995843,-3998757,9866981,15246368,-3996343,0.986698091030,1.524636745453,-0.399634301662,
161,9866419,9866626,9866419,9866419,9866212,9866419,9866419,15248987,15248987,15248992,15248987,15248987,15248982,15248987,-4016221,-4016221,-4016221,-4013307,-4016221,-4016221,-4019134,9866419,15248987,-4015721,0.986641883850,1.524898648262,-0.401572108269,
162,9865858,9866065,9865858,9865858,9865651,9865858,9865858,15249717,15249717,15249722,15249717,15249717,15249712,15249717,-4036528,-4036528,-4036528,-4033615,-4036529,-4036528,-4039442,9865858,15249717,-4037528,0.986585795879,1.524971723557,-0.403752803802,
163,9865298,9865505,9865298,9865298,9865090,9865298,9865298,15231891,15231891,15231896,15231891,15231891,15231886,15231891,-4056734,-4056734,-4056734,-4053821,-4056734,-4056734,-4059648,9864798,15231891,-4057234,0.986479818821,1.523189067841,-0.405723392963,
164,9864737,9864944,9864737,9864737,9864530,9864737,9864737,15226921,15226921,15226926,15226921,15226921,15226916,15226921,-4076871,-4076871,-4076871,-4073958,-4076871,-4076871,-4079785,9864737,15226921,-4077371,0.986473679543,1.522692084312,-0.407737106085,
165,9864175,9864382,9864175,9864175,9863968,9864175,9864175,15243565,15243565,15243570,15243565,15243565,15243560,15243565,-4096973,-4096973,-4096973,-4094059,-4096973,-4096973,-4099886,9864175,15243565,-4096473,0.986417472363,1.524356484413,-0.409647285938,
166,9863615,9863822,9863615,9863615,9863408,9863615,9863615,15230176,15230176,15230181,15230176,15230176,15230171,15230176,-4116973,-4116973,-4116973,-4114060,-4116973,-4116973,-4119887,9863615,15230176,-4117473,0.986361503601,1.523017644882,-0.411747306585,
167,9863053,9863260,9863053,9863053,9862846,9863053,9863053,15244472,15244472,15244477,15244472,15244472,15244467,15244472,-4136938,-4136938,-4136938,-4134025,-4136938,-4136938,-4139852,9863053,15244472,-4137438,0.986305296421,1.524447202682,-0.413743793964,
168,9862492,9862699,9862492,9862492,9862285,9862492,9862492,15248458,15248458,15248463,15248458,15248458,15248454,15248458,-4156836,-4156835,-4156836,-4153922,-4156836,-4156836,-4159749,9862492,15248958,-4155836,0.986249208450,1.524895787239,-0.415583610535,
169,9861932,9862139,9861932,9861932,9861725,9861932,9861932,15213511,15213511,15213516,15213511,15213511,15213506,15213511,-4176600,-4176600,-4176600,-4173687,-4176600,-4176600,-4179514,9861932,15213511,-4177100,0.986193180084,1.521351099014,-0.417710006237,
170,9861370,9861577,9861370,9861370,9861163,9861370,9861370,15239826,15239826,15239831,15239826,15239826,15239821,15239826,-4196362,-4196362,-4196362,-4193449,-4196362,-4196362,-4199276,9861370,15239826,-4196862,0.986136972904,1.523982644081,-0.419686198235,
171,9860809,9861016,9860809,9860809,9860602,9860809,9860809,15229133,15229133,15229138,15229133,15229133,15229128,15229133,-4216024,-4216024,-4216024,-4213111,-4216024,-4216024,-4218938,9860809,15229133,-4216524,0.986080884933,1.522913336754,-0.421652406454,
172,9860248,9860455,9860248,9860248,9860041,9860248,9860248,15226152,15226152,15226157,15226152,15226152,15226147,15226152,-4235619,-4235619,-4235619,-4232706,-4235619,-4235619,-4238533,9860248,15226152,-4236119,0.986024796963,1.522615194321,-0.423611909151,
173,9859690,9859897,9859690,9859690,9859483,9859690,9859690,15171232,15171232,15171237,15171232,15171232,15171227,15171232,-4255051,-4255051,-4255051,-4252138,-4255051,-4255051,-4257965,9859690,15171232,-4255551,0.985969007015,1.517123222351,-0.425555109978,
174,9859129,9859336,9859129,9859129,9858922,9859129,9859129,15191979,15191979,15191984,15191979,15191979,15191974,15191979,-4274482,-4274482,-4274482,-4271568,-4274482,-4274482,-4277395,9859129,15191979,-4273982,0.985912919044,1.519197940826,-0.427398204803,
175,9858569,9858776,9858569,9858569,9858362,9858569,9858569,15197763,15197763,15197768,15197763,15197763,15197758,15197763,-4293846,-4293846,-4293846,-4290933,-4293846,-4293846,-4296760,9858569,15197763,-4294346,0.985856890678,1.519776344299,-0.429434597492,
176,9858010,9858217,9858010,9858010,9857803,9858010,9858010,15181346,15181346,15181351,15181346,15181346,15181341,15181346,-4313113,-4313113,-4313113,-4310200,-4313113,-4313113,-4316027,9858010,15181346,-4313613,0.985800981522,1.518134593964,-0.431361287832,
177,9857450,9857657,9857450,9857450,9857243,9857450,9857450,15176769,15176769,15176774,15176769,15176769,15176764,15176769,-4332315,-4332315,-4332315,-4329401,-4332315,-4332315,-4335229,9857450,15176769,-4332315,0.985745012760,1.517676949501,-0.433231502771,
