test_circle,input 1,input 1,,input 2,input 2,,input 3,input 3,,input 4,input 4,,input 5,input 5,,input 6,input 6,,input 7,input 7,,input 8,input 8,,input 9,input 9,,input 10,input 10,,input 11,input 11,,input 12,input 12,,input 13,input 13,,input 14,input 14,,input 15,input 15,,input 16,input 16,,input 17,input 17,,input 18,input 18,,input 19,input 19,,input 20,input 20,,input 21,input 21,,summation 1,summation 1,, summation 2, summation 2,, summation 3, summation 3,
,PC,BMS,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff,,,diff
1134,9320512,9320512,0,9320719,9320719,0,9320512,9320512,0,9320512,9320512,0,9320305,9320305,0,9320512,9320512,0,9320512,9320512,0,14713187,14713187,0,14713187,14713187,0,14713192,14713192,0,14713187,14713187,0,14713187,14713187,0,14713182,14713182,0,14713187,14713187,0,-9743156,-9743156,0,-9743156,-9743156,0,-9743156,-9743156,0,-9740242,-9740242,0,-9743156,-9743156,0,-9743156,-9743156,0,-9746070,-9746070,0,9320512,9320512,0,14713187,14713187,0,-9743156,-9743156,0
1135,9319951,9319951,0,9320158,9320158,0,9319951,9319951,0,9319951,9319951,0,9319744,9319744,0,9319951,9319951,0,9319951,9319951,0,14721706,14721706,0,14721706,14721706,0,14721711,14721711,0,14721706,14721706,0,14721706,14721706,0,14721701,14721701,0,14721706,14721706,0,-9743921,-9743921,0,-9743921,-9743921,0,-9743921,-9743921,0,-9741007,-9741007,0,-9743921,-9743921,0,-9743921,-9743921,0,-9746835,-9746835,0,9319951,9319951,0,14721706,14721706,0,-9743921,-9743921,0
1136,9319391,9319391,0,9319598,9319598,0,9319391,9319391,0,9319391,9319391,0,9319184,9319184,0,9319391,9319391,0,9319391,9319391,0,14724081,14724081,0,14724081,14724081,0,14724086,14724086,0,14724081,14724081,0,14724081,14724081,0,14724076,14724076,0,14724081,14724081,0,-9744684,-9744684,0,-9744684,-9744684,0,-9744684,-9744684,0,-9741770,-9741770,0,-9744684,-9744684,0,-9744684,-9744684,0,-9747598,-9747598,0,9319391,9319391,0,14724081,14724081,0,-9744684,-9744684,0
1137,9318833,9318833,0,9319040,9319040,0,9318833,9318833,0,9318833,9318833,0,9318626,9318626,0,9318833,9318833,0,9318833,9318833,0,14688684,14688684,0,14688684,14688684,0,14688689,14688689,0,14688684,14688684,0,14688684,14688684,0,14688679,14688679,0,14688684,14688684,0,-9745442,-9745442,0,-9745442,-9745442,0,-9745442,-9745442,0,-9742528,-9742528,0,-9745442,-9745442,0,-9745442,-9745442,0,-9748356,-9748356,0,9318833,9318833,0,14688684,14688684,0,-9745442,-9745442,0
1138,9318273,9318273,0,9318480,9318480,0,9318273,9318273,0,9318273,9318273,0,9318066,9318066,0,9318273,9318273,0,9318273,9318273,0,14714874,14714874,0,14714874,14714874,0,14714879,14714879,0,14714874,14714874,0,14714874,14714874,0,14714869,14714869,0,14714874,14714874,0,-9746200,-9746200,0,-9746200,-9746200,0,-9746200,-9746200,0,-9743286,-9743286,0,-9746200,-9746200,0,-9746200,-9746200,0,-9749114,-9749114,0,9318273,9318273,0,14714874,14714874,0,-9746200,-9746200,0
1139,9317713,9317713,0,9317920,9317920,0,9317713,9317713,0,9317713,9317713,0,9317506,9317506,0,9317713,9317713,0,9317713,9317713,0,14722176,14722176,0,14722176,14722176,0,14722181,14722181,0,14722176,14722176,0,14722176,14722176,0,14722172,14722172,0,14722176,14722176,0,-9746955,-9746955,0,-9746955,-9746955,0,-9746955,-9746955,0,-9744041,-9744041,0,-9746955,-9746955,0,-9746955,-9746955,0,-9749869,-9749869,0,9317713,9317713,0,14722676,14722676,0,-9746955,-9746955,0
1140,9317153,9317153,0,9317360,9317360,0,9317153,9317153,0,9317153,9317153,0,9316946,9316946,0,9317153,9317153,0,9317153,9317153,0,14724212,14724212,0,14724212,14724212,0,14724217,14724217,0,14724212,14724212,0,14724212,14724212,0,14724207,14724207,0,14724212,14724212,0,-9747708,-9747708,0,-9747708,-9747708,0,-9747708,-9747708,0,-9744794,-9744794,0,-9747708,-9747708,0,-9747708,-9747708,0,-9750622,-9750622,0,9317153,9317153,0,14724212,14724212,0,-9747708,-9747708,0
1141,9316594,9316594,0,9316801,9316801,0,9316594,9316594,0,9316594,9316594,0,9316387,9316387,0,9316594,9316594,0,9316594,9316594,0,14706750,14706750,0,14706750,14706750,0,14706755,14706755,0,14706750,14706750,0,14706750,14706750,0,14706746,14706746,0,14706750,14706750,0,-9748457,-9748457,0,-9748457,-9748457,0,-9748457,-9748457,0,-9745543,-9745543,0,-9748457,-9748457,0,-9748457,-9748457,0,-9751371,-9751371,0,9316594,9316594,0,14707250,14707250,0,-9748457,-9748457,0
1142,9316034,9316034,0,9316241,9316241,0,9316034,9316034,0,9316034,9316034,0,9315827,9315827,0,9316034,9316034,0,9316034,9316034,0,14719911,14719911,0,14719911,14719911,0,14719916,14719916,0,14719911,14719911,0,14719911,14719911,0,14719906,14719906,0,14719911,14719911,0,-9749205,-9749205,0,-9749205,-9749205,0,-9749205,-9749205,0,-9746291,-9746291,0,-9749205,-9749205,0,-9749205,-9749205,0,-9752119,-9752119,0,9316034,9316034,0,14719911,14719911,0,-9749205,-9749205,0
1143,9315474,9315474,0,9315681,9315681,0,9315474,9315474,0,9315474,9315474,0,9315267,9315267,0,9315474,9315474,0,9315474,9315474,0,14723581,14723581,0,14723581,14723581,0,14723586,14723586,0,14723581,14723581,0,14723581,14723581,0,14723576,14723576,0,14723581,14723581,0,-9749951,-9749951,0,-9749951,-9749951,0,-9749951,-9749951,0,-9747037,-9747037,0,-9749951,-9749951,0,-9749951,-9749951,0,-9752865,-9752865,0,9315474,9315474,0,14723581,14723581,0,-9749951,-9749951,0
1144,9314914,9314914,0,9315121,9315121,0,9314914,9314914,0,9314914,9314914,0,9314707,9314707,0,9314914,9314914,0,9314914,9314914,0,14706574,14706574,0,14706574,14706574,0,14706579,14706579,0,14706574,14706574,0,14706574,14706574,0,14706569,14706569,0,14706574,14706574,0,-9750693,-9750693,0,-9750693,-9750693,0,-9750693,-9750693,0,-9747779,-9747779,0,-9750693,-9750693,0,-9750693,-9750693,0,-9753607,-9753607,0,9314914,9314914,0,14706574,14706574,0,-9750693,-9750693,0
1145,9314355,9314355,0,9314562,9314562,0,9314355,9314355,0,9314355,9314355,0,9314148,9314148,0,9314355,9314355,0,9314355,9314355,0,14701833,14701833,0,14701833,14701833,0,14701838,14701838,0,14701833,14701833,0,14701833,14701833,0,14701828,14701828,0,14701833,14701833,0,-9751431,-9751431,0,-9751431,-9751431,0,-9751431,-9751431,0,-9748517,-9748517,0,-9751431,-9751431,0,-9751431,-9751431,0,-9754345,-9754345,0,9314355,9314355,0,14701833,14701833,0,-9751431,-9751431,0
1146,9313795,9313795,0,9314002,9314002,0,9313795,9313795,0,9313795,9313795,0,9313588,9313588,0,9313795,9313795,0,9313795,9313795,0,14718540,14718540,0,14718540,14718540,0,14718545,14718545,0,14718540,14718540,0,14718540,14718540,0,14718535,14718535,0,14718540,14718540,0,-9752170,-9752170,0,-9752170,-9752170,0,-9752170,-9752170,0,-9749256,-9749256,0,-9752170,-9752170,0,-9752170,-9752170,0,-9755084,-9755084,0,9313795,9313795,0,14718540,14718540,0,-9752170,-9752170,0
1147,9313235,9313235,0,9313442,9313442,0,9313235,9313235,0,9313235,9313235,0,9313028,9313028,0,9313235,9313235,0,9313235,9313235,0,14705169,14705169,0,14705169,14705169,0,14705174,14705174,0,14705169,14705169,0,14705169,14705169,0,14705164,14705164,0,14705169,14705169,0,-9752903,-9752903,0,-9752903,-9752903,0,-9752903,-9752903,0,-9749989,-9749989,0,-9752903,-9752903,0,-9752903,-9752903,0,-9755817,-9755817,0,9313235,9313235,0,14705169,14705169,0,-9752903,-9752903,0
1148,9312676,9312676,0,9312883,9312883,0,9312676,9312676,0,9312676,9312676,0,9312469,9312469,0,9312676,9312676,0,9312676,9312676,0,14701441,14701441,0,14701441,14701441,0,14701446,14701446,0,14701441,14701441,0,14701441,14701441,0,14701436,14701436,0,14701441,14701441,0,-9753634,-9753634,0,-9753634,-9753634,0,-9753634,-9753634,0,-9750720,-9750720,0,-9753634,-9753634,0,-9753634,-9753634,0,-9756548,-9756548,0,9312676,9312676,0,14701441,14701441,0,-9753634,-9753634,0
1149,9312114,9312114,0,9312321,9312321,0,9312114,9312114,0,9312114,9312114,0,9311907,9311907,0,9312114,9312114,0,9312114,9312114,0,14736461,14736461,0,14736461,14736461,0,14736465,14736465,0,14736461,14736461,0,14736461,14736461,0,14736456,14736456,0,14736461,14736461,0,-9754366,-9754366,0,-9754366,-9754366,0,-9754366,-9754366,0,-9751452,-9751452,0,-9754366,-9754366,0,-9754366,-9754366,0,-9757280,-9757280,0,9312114,9312114,0,14735961,14735961,0,-9754366,-9754366,0
1150,9311556,9311556,0,9311763,9311763,0,9311556,9311556,0,9311556,9311556,0,9311349,9311349,0,9311556,9311556,0,9311556,9311556,0,14692136,14692136,0,14692136,14692136,0,14692141,14692141,0,14692136,14692136,0,14692136,14692136,0,14692131,14692131,0,14692136,14692136,0,-9755091,-9755091,0,-9755091,-9755091,0,-9755091,-9755091,0,-9752177,-9752177,0,-9755091,-9755091,0,-9755091,-9755091,0,-9758005,-9758005,0,9311556,9311556,0,14692136,14692136,0,-9755091,-9755091,0
1151,9310995,9310995,0,9311202,9311202,0,9310995,9310995,0,9310995,9310995,0,9310788,9310788,0,9310995,9310995,0,9310995,9310995,0,14715837,14715837,0,14715837,14715837,0,14715841,14715841,0,14715837,14715837,0,14715837,14715837,0,14715832,14715832,0,14715837,14715837,0,-9755816,-9755816,0,-9755816,-9755816,0,-9755816,-9755816,0,-9752902,-9752902,0,-9755816,-9755816,0,-9755816,-9755816,0,-9758730,-9758730,0,9310995,9310995,0,14715337,14715337,0,-9755816,-9755816,0
1152,9310434,9310434,0,9310641,9310641,0,9310434,9310434,0,9310434,9310434,0,9310227,9310227,0,9310434,9310434,0,9310434,9310434,0,14740474,14740474,0,14740474,14740474,0,14740479,14740479,0,14740474,14740474,0,14740474,14740474,0,14740469,14740469,0,14740474,14740474,0,-9756541,-9756541,0,-9756541,-9756541,0,-9756541,-9756541,0,-9753627,-9753627,0,-9756541,-9756541,0,-9756541,-9756541,0,-9759455,-9759455,0,9310434,9310434,0,14740474,14740474,0,-9756541,-9756541,0
1153,9309875,9309875,0,9310082,9310082,0,9309875,9309875,0,9309875,9309875,0,9309668,9309668,0,9309875,9309875,0,9309875,9309875,0,14711285,14711285,0,14711285,14711285,0,14711289,14711289,0,14711285,14711285,0,14711285,14711285,0,14711280,14711280,0,14711285,14711285,0,-9757260,-9757260,0,-9757260,-9757260,0,-9757260,-9757260,0,-9754346,-9754346,0,-9757260,-9757260,0,-9757260,-9757260,0,-9760174,-9760174,0,9309875,9309875,0,14710785,14710785,0,-9757260,-9757260,0
1154,9309315,9309315,0,9309522,9309522,0,9309315,9309315,0,9309315,9309315,0,9309108,9309108,0,9309315,9309315,0,9309315,9309315,0,14703146,14703146,0,14703146,14703146,0,14703151,14703151,0,14703146,14703146,0,14703146,14703146,0,14703141,14703141,0,14703146,14703146,0,-9757977,-9757977,0,-9757977,-9757977,0,-9757977,-9757977,0,-9755063,-9755063,0,-9757977,-9757977,0,-9757977,-9757977,0,-9760891,-9760891,0,9309315,9309315,0,14703146,14703146,0,-9757977,-9757977,0
1155,9308756,9308756,0,9308963,9308963,0,9308756,9308756,0,9308756,9308756,0,9308549,9308549,0,9308756,9308756,0,9308756,9308756,0,14700877,14700877,0,14700877,14700877,0,14700882,14700882,0,14700877,14700877,0,14700877,14700877,0,14700872,14700872,0,14700877,14700877,0,-9758692,-9758692,0,-9758692,-9758692,0,-9758692,-9758692,0,-9755778,-9755778,0,-9758692,-9758692,0,-9758692,-9758692,0,-9761606,-9761606,0,9308756,9308756,0,14700877,14700877,0,-9758692,-9758692,0
1156,9308196,9308196,0,9308403,9308403,0,9308196,9308196,0,9308196,9308196,0,9307989,9307989,0,9308196,9308196,0,9308196,9308196,0,14700244,14700244,0,14700244,14700244,0,14700249,14700249,0,14700244,14700244,0,14700244,14700244,0,14700239,14700239,0,14700244,14700244,0,-9759404,-9759404,0,-9759404,-9759404,0,-9759404,-9759404,0,-9756490,-9756490,0,-9759404,-9759404,0,-9759404,-9759404,0,-9762318,-9762318,0,9308196,9308196,0,14700244,14700244,0,-9759404,-9759404,0
1157,9307637,9307637,0,9307844,9307844,0,9307637,9307637,0,9307637,9307637,0,9307430,9307430,0,9307637,9307637,0,9307637,9307637,0,14700068,14700068,0,14700068,14700068,0,14700073,14700073,0,14700068,14700068,0,14700068,14700068,0,14700063,14700063,0,14700068,14700068,0,-9760114,-9760114,0,-9760114,-9760114,0,-9760114,-9760114,0,-9757200,-9757200,0,-9760114,-9760114,0,-9760114,-9760114,0,-9763028,-9763028,0,9307637,9307637,0,14700068,14700068,0,-9760114,-9760114,0
1158,9307077,9307077,0,9307284,9307284,0,9307077,9307077,0,9307077,9307077,0,9306870,9306870,0,9307077,9307077,0,9307077,9307077,0,14700019,14700019,0,14700019,14700019,0,14700023,14700023,0,14700019,14700019,0,14700019,14700019,0,14700014,14700014,0,14700019,14700019,0,-9760822,-9760822,0,-9760822,-9760822,0,-9760822,-9760822,0,-9757908,-9757908,0,-9760822,-9760822,0,-9760822,-9760822,0,-9763736,-9763736,0,9307077,9307077,0,14699519,14699519,0,-9760822,-9760822,0
1159,9306518,9306518,0,9306725,9306725,0,9306518,9306518,0,9306518,9306518,0,9306311,9306311,0,9306518,9306518,0,9306518,9306518,0,14700005,14700005,0,14700005,14700005,0,14700010,14700010,0,14700005,14700005,0,14700005,14700005,0,14700000,14700000,0,14700005,14700005,0,-9761527,-9761527,0,-9761527,-9761527,0,-9761527,-9761527,0,-9758613,-9758613,0,-9761527,-9761527,0,-9761527,-9761527,0,-9764441,-9764441,0,9306518,9306518,0,14700005,14700005,0,-9761527,-9761527,0
1160,9305958,9305958,0,9306165,9306165,0,9305958,9305958,0,9305958,9305958,0,9305751,9305751,0,9305958,9305958,0,9305958,9305958,0,14700001,14700001,0,14700001,14700001,0,14700006,14700006,0,14700001,14700001,0,14700001,14700001,0,14699996,14699996,0,14700001,14700001,0,-9762230,-9762230,0,-9762230,-9762230,0,-9762230,-9762230,0,-9759316,-9759316,0,-9762230,-9762230,0,-9762230,-9762230,0,-9765144,-9765144,0,9305958,9305958,0,14700001,14700001,0,-9762230,-9762230,0
1161,9305399,9305399,0,9305606,9305606,0,9305399,9305399,0,9305399,9305399,0,9305192,9305192,0,9305399,9305399,0,9305399,9305399,0,14700000,14700000,0,14700000,14700000,0,14700005,14700005,0,14700000,14700000,0,14700000,14700000,0,14699995,14699995,0,14700000,14700000,0,-9762931,-9762931,0,-9762931,-9762931,0,-9762931,-9762931,0,-9760017,-9760017,0,-9762931,-9762931,0,-9762931,-9762931,0,-9765845,-9765845,0,9305399,9305399,0,14700000,14700000,0,-9762931,-9762931,0
1162,9304838,9304838,0,9305045,9305045,0,9304838,9304838,0,9304838,9304838,0,9304631,9304631,0,9304838,9304838,0,9304838,9304838,0,14718029,14718029,0,14718029,14718029,0,14718034,14718034,0,14718029,14718029,0,14718029,14718029,0,14718024,14718024,0,14718029,14718029,0,-9763631,-9763631,0,-9763631,-9763631,0,-9763631,-9763631,0,-9760717,-9760717,0,-9763631,-9763631,0,-9763631,-9763631,0,-9766545,-9766545,0,9304838,9304838,0,14718029,14718029,0,-9763631,-9763631,0
1163,9304279,9304279,0,9304486,9304486,0,9304279,9304279,0,9304279,9304279,0,9304072,9304072,0,9304279,9304279,0,9304279,9304279,0,14705026,14705026,0,14705026,14705026,0,14705031,14705031,0,14705026,14705026,0,14705026,14705026,0,14705022,14705022,0,14705026,14705026,0,-9764327,-9764327,0,-9764327,-9764327,0,-9764327,-9764327,0,-9761413,-9761413,0,-9764327,-9764327,0,-9764327,-9764327,0,-9767241,-9767241,0,9304279,9304279,0,14705526,14705526,0,-9764327,-9764327,0
1164,9303720,9303720,0,9303927,9303927,0,9303720,9303720,0,9303720,9303720,0,9303513,9303513,0,9303720,9303720,0,9303720,9303720,0,14683372,14683372,0,14683372,14683372,0,14683376,14683376,0,14683372,14683372,0,14683372,14683372,0,14683367,14683367,0,14683372,14683372,0,-9765020,-9765020,0,-9765020,-9765020,0,-9765020,-9765020,0,-9762106,-9762106,0,-9765020,-9765020,0,-9765020,-9765020,0,-9767934,-9767934,0,9303720,9303720,0,14682872,14682872,0,-9765020,-9765020,0
1165,9303161,9303161,0,9303368,9303368,0,9303161,9303161,0,9303161,9303161,0,9302954,9302954,0,9303161,9303161,0,9303161,9303161,0,14695363,14695363,0,14695363,14695363,0,14695368,14695368,0,14695363,14695363,0,14695363,14695363,0,14695358,14695358,0,14695363,14695363,0,-9765711,-9765711,0,-9765711,-9765711,0,-9765711,-9765711,0,-9762797,-9762797,0,-9765711,-9765711,0,-9765711,-9765711,0,-9768625,-9768625,0,9303161,9303161,0,14695363,14695363,0,-9765711,-9765711,0
1166,9302601,9302601,0,9302808,9302808,0,9302601,9302601,0,9302601,9302601,0,9302394,9302394,0,9302601,9302601,0,9302601,9302601,0,14698707,14698707,0,14698707,14698707,0,14698712,14698712,0,14698707,14698707,0,14698707,14698707,0,14698702,14698702,0,14698707,14698707,0,-9766401,-9766401,0,-9766401,-9766401,0,-9766401,-9766401,0,-9763487,-9763487,0,-9766401,-9766401,0,-9766401,-9766401,0,-9769315,-9769315,0,9302601,9302601,0,14698707,14698707,0,-9766401,-9766401,0
1167,9302041,9302041,0,9302248,9302248,0,9302041,9302041,0,9302041,9302041,0,9301834,9301834,0,9302041,9302041,0,9302041,9302041,0,14717669,14717669,0,14717669,14717669,0,14717674,14717674,0,14717669,14717669,0,14717669,14717669,0,14717664,14717664,0,14717669,14717669,0,-9767089,-9767089,0,-9767089,-9767089,0,-9767089,-9767089,0,-9764175,-9764175,0,-9767090,-9767090,0,-9767089,-9767089,0,-9770003,-9770003,0,9302041,9302041,0,14717669,14717669,0,-9767589,-9767589,0
1168,9301483,9301483,0,9301690,9301690,0,9301483,9301483,0,9301483,9301483,0,9301276,9301276,0,9301483,9301483,0,9301483,9301483,0,14686896,14686896,0,14686896,14686896,0,14686901,14686901,0,14686896,14686896,0,14686896,14686896,0,14686891,14686891,0,14686896,14686896,0,-9767773,-9767773,0,-9767773,-9767773,0,-9767773,-9767773,0,-9764859,-9764859,0,-9767773,-9767773,0,-9767773,-9767773,0,-9770687,-9770687,0,9301483,9301483,0,14686896,14686896,0,-9767773,-9767773,0
1169,9300923,9300923,0,9301130,9301130,0,9300923,9300923,0,9300923,9300923,0,9300716,9300716,0,9300923,9300923,0,9300923,9300923,0,14696346,14696346,0,14696346,14696346,0,14696351,14696351,0,14696346,14696346,0,14696346,14696346,0,14696341,14696341,0,14696346,14696346,0,-9768456,-9768456,0,-9768456,-9768456,0,-9768456,-9768456,0,-9765542,-9765542,0,-9768456,-9768456,0,-9768456,-9768456,0,-9771370,-9771370,0,9300923,9300923,0,14696346,14696346,0,-9768456,-9768456,0
1170,9300363,9300363,0,9300570,9300570,0,9300363,9300363,0,9300363,9300363,0,9300156,9300156,0,9300363,9300363,0,9300363,9300363,0,14717010,14717010,0,14717010,14717010,0,14717015,14717015,0,14717010,14717010,0,14717010,14717010,0,14717006,14717006,0,14717010,14717010,0,-9769138,-9769138,0,-9769138,-9769138,0,-9769138,-9769138,0,-9766224,-9766224,0,-9769138,-9769138,0,-9769138,-9769138,0,-9772052,-9772052,0,9300363,9300363,0,14717510,14717510,0,-9769138,-9769138,0
1171,9299803,9299803,0,9300011,9300011,0,9299803,9299803,0,9299803,9299803,0,9299596,9299596,0,9299803,9299803,0,9299803,9299803,0,14704742,14704742,0,14704742,14704742,0,14704747,14704747,0,14704742,14704742,0,14704742,14704742,0,14704738,14704738,0,14704742,14704742,0,-9769816,-9769816,0,-9769816,-9769816,0,-9769816,-9769816,0,-9766902,-9766902,0,-9769816,-9769816,0,-9769816,-9769816,0,-9772730,-9772730,0,9300303,9300303,0,14705242,14705242,0,-9769816,-9769816,0
1172,9299244,9299244,0,9299451,9299451,0,9299244,9299244,0,9299244,9299244,0,9299037,9299037,0,9299244,9299244,0,9299244,9299244,0,14701322,14701322,0,14701322,14701322,0,14701327,14701327,0,14701322,14701322,0,14701322,14701322,0,14701317,14701317,0,14701322,14701322,0,-9770492,-9770492,0,-9770492,-9770492,0,-9770492,-9770492,0,-9767578,-9767578,0,-9770492,-9770492,0,-9770492,-9770492,0,-9773406,-9773406,0,9299244,9299244,0,14701322,14701322,0,-9770492,-9770492,0
1173,9298685,9298685,0,9298892,9298892,0,9298685,9298685,0,9298685,9298685,0,9298478,9298478,0,9298685,9298685,0,9298685,9298685,0,14682339,14682339,0,14682339,14682339,0,14682344,14682344,0,14682339,14682339,0,14682339,14682339,0,14682334,14682334,0,14682339,14682339,0,-9771165,-9771165,0,-9771165,-9771165,0,-9771165,-9771165,0,-9768251,-9768251,0,-9771165,-9771165,0,-9771165,-9771165,0,-9774079,-9774079,0,9298685,9298685,0,14682339,14682339,0,-9771165,-9771165,0
1174,9298126,9298126,0,9298333,9298333,0,9298126,9298126,0,9298126,9298126,0,9297919,9297919,0,9298126,9298126,0,9298126,9298126,0,14695075,14695075,0,14695075,14695075,0,14695080,14695080,0,14695075,14695075,0,14695075,14695075,0,14695070,14695070,0,14695075,14695075,0,-9771836,-9771836,0,-9771836,-9771836,0,-9771836,-9771836,0,-9768922,-9768922,0,-9771836,-9771836,0,-9771836,-9771836,0,-9774750,-9774750,0,9298126,9298126,0,14695075,14695075,0,-9771836,-9771836,0
1175,9297566,9297566,0,9297773,9297773,0,9297566,9297566,0,9297566,9297566,0,9297359,9297359,0,9297566,9297566,0,9297566,9297566,0,14716656,14716656,0,14716656,14716656,0,14716661,14716661,0,14716656,14716656,0,14716656,14716656,0,14716651,14716651,0,14716656,14716656,0,-9772507,-9772507,0,-9772507,-9772507,0,-9772507,-9772507,0,-9769593,-9769593,0,-9772507,-9772507,0,-9772507,-9772507,0,-9775421,-9775421,0,9297566,9297566,0,14716656,14716656,0,-9772507,-9772507,0
1176,9297006,9297006,0,9297213,9297213,0,9297006,9297006,0,9297006,9297006,0,9296799,9296799,0,9297006,9297006,0,9297006,9297006,0,14704644,14704644,0,14704644,14704644,0,14704649,14704649,0,14704644,14704644,0,14704644,14704644,0,14704639,14704639,0,14704644,14704644,0,-9773174,-9773174,0,-9773174,-9773174,0,-9773174,-9773174,0,-9770260,-9770260,0,-9773174,-9773174,0,-9773174,-9773174,0,-9776088,-9776088,0,9297006,9297006,0,14704644,14704644,0,-9773174,-9773174,0
1177,9296447,9296447,0,9296654,9296654,0,9296447,9296447,0,9296447,9296447,0,9296240,9296240,0,9296447,9296447,0,9296447,9296447,0,14701294,14701294,0,14701294,14701294,0,14701299,14701299,0,14701294,14701294,0,14701294,14701294,0,14701289,14701289,0,14701294,14701294,0,-9773839,-9773839,0,-9773839,-9773839,0,-9773839,-9773839,0,-9770925,-9770925,0,-9773839,-9773839,0,-9773839,-9773839,0,-9776753,-9776753,0,9296447,9296447,0,14701294,14701294,0,-9773839,-9773839,0
1178,9295887,9295887,0,9296094,9296094,0,9295887,9295887,0,9295887,9295887,0,9295680,9295680,0,9295887,9295887,0,9295887,9295887,0,14700361,14700361,0,14700361,14700361,0,14700365,14700365,0,14700361,14700361,0,14700361,14700361,0,14700356,14700356,0,14700361,14700361,0,-9774502,-9774502,0,-9774502,-9774502,0,-9774502,-9774502,0,-9771588,-9771588,0,-9774502,-9774502,0,-9774502,-9774502,0,-9777416,-9777416,0,9295887,9295887,0,14699861,14699861,0,-9774502,-9774502,0
1179,9295328,9295328,0,9295535,9295535,0,9295328,9295328,0,9295328,9295328,0,9295121,9295121,0,9295328,9295328,0,9295328,9295328,0,14700100,14700100,0,14700100,14700100,0,14700105,14700105,0,14700100,14700100,0,14700100,14700100,0,14700095,14700095,0,14700100,14700100,0,-9775163,-9775163,0,-9775163,-9775163,0,-9775163,-9775163,0,-9772249,-9772249,0,-9775163,-9775163,0,-9775163,-9775163,0,-9778077,-9778077,0,9295328,9295328,0,14700100,14700100,0,-9775163,-9775163,0
1180,9294768,9294768,0,9294975,9294975,0,9294768,9294768,0,9294768,9294768,0,9294561,9294561,0,9294768,9294768,0,9294768,9294768,0,14700028,14700028,0,14700028,14700028,0,14700032,14700032,0,14700028,14700028,0,14700028,14700028,0,14700023,14700023,0,14700028,14700028,0,-9775821,-9775821,0,-9775821,-9775821,0,-9775821,-9775821,0,-9772907,-9772907,0,-9775821,-9775821,0,-9775821,-9775821,0,-9778735,-9778735,0,9294768,9294768,0,14699528,14699528,0,-9775821,-9775821,0
1181,9294209,9294209,0,9294416,9294416,0,9294209,9294209,0,9294209,9294209,0,9294002,9294002,0,9294209,9294209,0,9294209,9294209,0,14700007,14700007,0,14700007,14700007,0,14700012,14700012,0,14700007,14700007,0,14700007,14700007,0,14700002,14700002,0,14700007,14700007,0,-9776478,-9776478,0,-9776478,-9776478,0,-9776478,-9776478,0,-9773564,-9773564,0,-9776478,-9776478,0,-9776478,-9776478,0,-9779392,-9779392,0,9294209,9294209,0,14700007,14700007,0,-9776478,-9776478,0
1182,9293649,9293649,0,9293856,9293856,0,9293649,9293649,0,9293649,9293649,0,9293442,9293442,0,9293649,9293649,0,9293649,9293649,0,14700002,14700002,0,14700002,14700002,0,14700007,14700007,0,14700002,14700002,0,14700002,14700002,0,14699997,14699997,0,14700002,14700002,0,-9777132,-9777132,0,-9777132,-9777132,0,-9777132,-9777132,0,-9774218,-9774218,0,-9777132,-9777132,0,-9777132,-9777132,0,-9780046,-9780046,0,9293649,9293649,0,14700002,14700002,0,-9777132,-9777132,0
1183,9293091,9293091,0,9293298,9293298,0,9293091,9293091,0,9293091,9293091,0,9292884,9292884,0,9293091,9293091,0,9293091,9293091,0,14681971,14681971,0,14681971,14681971,0,14681975,14681975,0,14681971,14681971,0,14681971,14681971,0,14681966,14681966,0,14681971,14681971,0,-9777783,-9777783,0,-9777783,-9777783,0,-9777783,-9777783,0,-9774869,-9774869,0,-9777783,-9777783,0,-9777783,-9777783,0,-9780697,-9780697,0,9293091,9293091,0,14681471,14681471,0,-9777783,-9777783,0
1184,9292532,9292532,0,9292739,9292739,0,9292532,9292532,0,9292532,9292532,0,9292325,9292325,0,9292532,9292532,0,9292532,9292532,0,14676943,14676943,0,14676943,14676943,0,14676948,14676948,0,14676943,14676943,0,14676943,14676943,0,14676938,14676938,0,14676943,14676943,0,-9778431,-9778431,0,-9778431,-9778431,0,-9778431,-9778431,0,-9775517,-9775517,0,-9778431,-9778431,0,-9778431,-9778431,0,-9781345,-9781345,0,9292532,9292532,0,14676943,14676943,0,-9778431,-9778431,0
1185,9291973,9291973,0,9292180,9292180,0,9291973,9291973,0,9291973,9291973,0,9291766,9291766,0,9291973,9291973,0,9291973,9291973,0,14693571,14693571,0,14693571,14693571,0,14693576,14693576,0,14693571,14693571,0,14693571,14693571,0,14693566,14693566,0,14693571,14693571,0,-9779079,-9779079,0,-9779079,-9779079,0,-9779079,-9779079,0,-9776165,-9776165,0,-9779079,-9779079,0,-9779079,-9779079,0,-9781993,-9781993,0,9291973,9291973,0,14693571,14693571,0,-9779079,-9779079,0
